id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2384,Hyde Park - Walk to University of Chicago,2613,Rebecca,,Hyde Park,41.7879,-87.5878,Private room,85,3,192,2021-11-07,2.19,1,348,11,R17000015609
7126,Tiny Studio Apartment 94 Walk Score,17928,Sarah,,West Town,41.90166,-87.68021,Entire home/apt,66,2,434,2022-02-20,2.81,1,318,44,R21000075737
10945,The Biddle House (#1),33004,At Home Inn,,Lincoln Park,41.91196,-87.63981,Entire home/apt,140,4,41,2022-03-12,0.43,8,65,20,2120297
12140,Lincoln Park Guest House,46734,Sharon And Robert,,Lincoln Park,41.92357,-87.64947,Private room,329,2,7,2021-07-06,0.09,1,171,2,R20000055258
24833,Prime LincolnPark 1 Block Fullerton Express L Deck,101521,Red,,Lincoln Park,41.925961,-87.656364,Entire home/apt,42,32,38,2021-09-10,0.26,4,240,1,City registration pending
25879,2/1 One  Block to Fullerton L Red Line Deck & Yard,101521,Red,,Lincoln Park,41.92499,-87.65573,Entire home/apt,95,32,48,2021-09-23,0.34,4,240,1,City registration pending
37738,Andersonville - Perfect location!,162364,Mat And Randy,,Uptown,41.97303,-87.66567,Private room,110,3,250,2020-03-15,1.76,2,0,0,R20000059426
67940,Lovely 1BR Private Condo Steps From McCormick Pl!,183546418,Molly,,Near South Side,41.84576,-87.61871,Entire home/apt,89,2,62,2022-02-26,0.47,1,219,46,City registration pending
71930,"Rest, Relax and Explore",334241,Michael And Veronica,,West Town,41.89615,-87.67934,Private room,63,2,83,2022-03-14,0.63,2,348,13,R17000013986
84042,The Explorer Room,334241,Michael And Veronica,,West Town,41.89615,-87.67934,Private room,66,2,96,2022-03-06,0.72,2,310,16,R17000013986
145659,Trendy Roscoe Village 3BR/2BR walk to shops,683529,Joe,,North Center,41.94342,-87.68121,Entire home/apt,230,2,44,2021-11-07,0.56,23,350,8,2209272
145690,4BR/2BR Walk to North Ave Beach & Zoo~Close to El,683529,Joe,,Lincoln Park,41.91289,-87.63864,Entire home/apt,269,2,77,2022-02-27,0.93,23,275,21,2083778
166667,Cozy Garden Studio,791089,Conrad,,Lake View,41.94217,-87.67182,Entire home/apt,125,3,88,2019-10-19,0.68,1,355,0,R17000015786
189821,"Best in Chicago, private, amazing garden space",899757,Meighan,,Logan Square,41.92918,-87.70219,Entire home/apt,229,3,573,2022-03-01,4.48,1,198,50,R21000062936
207218,Historic Pullman Artist Flat - Artists & Explorers,1019125,Jb,,Pullman,41.68843,-87.60712,Entire home/apt,100,2,279,2022-02-27,2.18,2,322,9,R21000073121
207351,Pullman Art Studio - One Person - Monthly Rental,1019125,Jb,,Pullman,41.68954,-87.60786,Entire home/apt,50,32,44,2022-01-30,0.34,2,107,4,R21000073121
225314,Cozy & comfy with AC close to California Blue Line,1173654,Jillian,,Logan Square,41.92589,-87.69737,Private room,79,2,20,2019-10-14,0.17,1,330,0,R20000054219
250354,Close to Michigan Ave and parks,1311953,Ronald,,Near South Side,41.85923,-87.62198,Entire home/apt,170,180,39,2018-04-25,0.31,1,358,0,City registration pending
258253,Studio Apartment Unit 4,1358243,June,,West Ridge,42.0076,-87.6825,Entire home/apt,48,33,26,2022-03-11,0.21,2,232,4,398144   Chicago:   R190000050938
261509,You'll love Chicago! Guaranteed!,858008,Kassie,,Near North Side,41.90212,-87.63557,Entire home/apt,119,32,65,2021-10-02,0.53,1,328,3,City registration pending
264547,Steps From the Best Chicago Offers,1387948,Dominic,,Near West Side,41.88413,-87.64315,Entire home/apt,204,32,67,2021-10-17,0.56,1,352,2,City registration pending
289689,"30 Day+ Med student, interns & interim stays.",1376077,Killian,,Edgewater,41.97806,-87.65676,Private room,29,30,64,2021-10-31,0.52,1,221,2,R21000062931
289884,"Rad Home with Mid-Century Vibe, Parking & Laundry",1500490,Hailey,,Logan Square,41.92063,-87.68353,Entire home/apt,175,1,85,2022-02-21,0.72,1,355,4,R21000075554
290155,15 Minutes to Everything.  Skyline View. Quiet.,1505878,Bob,,Bridgeport,41.82712,-87.64046,Entire home/apt,130,3,50,2020-03-17,0.40,2,0,0,2074659
312192,Winter Specials. You'll love this apartment.,1505878,Bob,,Bridgeport,41.82741,-87.63934,Entire home/apt,146,4,39,2020-03-15,0.44,2,0,0,2074660
350347,"Urban Chicago Loft, 1 blk to train w/ 2 pkg spots",845242,Mi Casa Su Casa Vacations,,Lake View,41.94107,-87.65492,Entire home/apt,174,3,612,2022-03-10,5.01,1,72,71,R21000062667
372929,Lux Urban 3BR/3BA Duplex + Parking!,1876597,The Adventurers,,West Town,41.89629,-87.65704,Entire home/apt,239,2,241,2022-03-06,2.12,2,298,23,2510875
404792,Eclectic West Town 2BR w/ Vintage Charm,1844352,Christine,,West Town,41.88947,-87.66933,Entire home/apt,126,5,196,2021-10-12,1.66,1,119,6,R18000024694
450648,Luxury Space - Come & Relax,2204693,Dl,,Loop,41.86765,-87.62271,Private room,119,3,38,2018-06-21,0.32,1,0,0,City registration pending
464581,"Large, Private Logan Square Studio",2308792,Jonathan,,Logan Square,41.92518,-87.69549,Entire home/apt,48,2,644,2021-06-13,5.51,1,0,1,R17000017731
484898,Charming 1906 cottage Northside,2400107,Allison,,Uptown,41.96978,-87.67389,Entire home/apt,232,7,14,2018-06-11,0.12,1,328,0,R17000013890
507517,Private Lincoln Square Garden Apt,2501182,Nate,,Lincoln Square,41.96678,-87.6973,Entire home/apt,101,2,337,2022-03-13,2.86,1,139,46,R17000017576
542067,Logan Square Modern Vintage Garden,2273840,Sarah,,Logan Square,41.93142,-87.69989,Entire home/apt,157,3,271,2021-12-29,2.29,1,201,11,R17000015045
548905,Home Away From Home,2698691,LeeO'[Nardo],,Grand Boulevard,41.82295,-87.6156,Entire home/apt,89,2,242,2021-11-27,2.09,2,334,15,City registration pending
584590,"Spacious Bedroom, steps to El train",2880338,Elizabeth,,Lincoln Square,41.96528,-87.6831,Private room,90,32,52,2021-11-15,0.44,2,155,8,R17000015627
585353,Great neighborhood! Price Drop *,2885441,Tracy,,West Town,41.88986,-87.66039,Private room,76,32,135,2022-03-03,1.15,5,364,8,R20000053637
585356,"Price Drop! Great Deal, Great area!",2885441,Tracy,,West Town,41.89001,-87.66069,Private room,87,1,143,2020-03-08,1.22,5,340,0,R20000053637
628149,Great for Students! Affordability+Location,2885441,Tracy,,West Town,41.89134,-87.66254,Private room,59,1,99,2021-10-16,0.85,5,302,3,R20000053637
634310,The Stained Glass Apt. Edgewater #1,2915265,Felice,,Edgewater,41.99688,-87.66449,Private room,70,2,88,2022-03-14,0.76,2,361,5,R18000034164
640841,Designer Lakeview Haven. Private Rooftop Oasis!,3200044,James,,Lake View,41.94256,-87.67171,Entire home/apt,233,7,58,2021-12-27,1.26,1,52,1,R21000061279
651742,Edgebrook Lg bdr by golf course,2824576,Jeff,,Forest Glen,41.99178,-87.75747,Private room,65,3,76,2021-12-17,0.69,2,342,9,R21000075759
662034,Edgebrook bdr by golf course,2824576,Jeff,,Forest Glen,41.99405,-87.75746,Private room,60,3,73,2021-10-11,0.70,2,355,7,City registration pending
668262,Room in East Lakeview apartment,3382417,Heather,,Lake View,41.9331,-87.64919,Private room,68,30,26,2021-07-31,0.32,4,31,1,R18000023663
697634,"2 BD Condo by downtown,park,lake",3574415,Marv,,Near North Side,41.90437,-87.6335,Entire home/apt,87,32,154,2021-09-30,1.45,2,249,4,City registration pending
718224,Cozy Ranch House Chicago-Evanston,3703862,Femi,,West Ridge,42.02022,-87.69349,Entire home/apt,150,2,166,2020-03-15,1.45,1,75,0,
724895,Close to Chicago music Fest! (Students discount),2885441,Tracy,,West Town,41.88999,-87.66227,Private room,62,2,135,2021-11-19,1.18,5,331,4,R20000053637
726376,"Spacious Studio, Amazing Location!",2658212,James,,Lake View,41.93903,-87.65196,Entire home/apt,90,2,682,2022-03-07,5.96,4,71,56,Pending
727847,Palmer Treehouse - Bedroom 2,62150,Anne,,Logan Square,41.92278,-87.70422,Private room,70,2,74,2021-10-24,0.65,3,362,1,City registration pending
739495,Lovely 2 bedroom in Lincoln Square,3867687,Janet,,Lincoln Square,41.9765,-87.68144,Entire home/apt,132,7,193,2022-01-09,1.83,1,169,7,R17000020094
753809,LUXURY LOOP w/Balcony GYM & SPA by Millennium Park,3965428,Rob,,Loop,41.88604,-87.61568,Entire home/apt,130,32,13,2015-08-15,0.12,88,365,0,City registration pending
755701,3 Bedroom Victorian Beauty at Logan Square,3920450,Vas,,Logan Square,41.93115,-87.71836,Entire home/apt,75,32,24,2021-10-31,0.22,4,174,3,City registration pending
773127,Comfy Room & Bike in Roscoe Village,4009750,Matt,,North Center,41.94802,-87.68335,Private room,78,2,128,2017-06-04,1.12,2,0,0,City registration pending
780063,Room 02: Home away from home!,4113527,Candy,,Austin,41.90518,-87.79654,Private room,45,2,78,2021-11-04,0.74,2,228,5,
790934,04. Pullout sofa bed in common room,2907254,Joe,,West Ridge,42.01653,-87.68788,Shared room,96,1,139,2020-02-03,1.23,19,180,0,R21000075752
805890,Room 03: Home away from home!,4113527,Candy,,Austin,41.90537,-87.79637,Private room,60,2,24,2021-10-18,0.23,2,306,5,
841024,Lux 2bd 2bt Lakeview-Wrigleyville,1254363,Mark,,Lake View,41.94382,-87.64656,Entire home/apt,239,32,15,2017-03-19,0.14,3,365,0,
863120,Cozy Private Room in a unique Chicago Penthouse,4525503,Nejla Yatkin And Enki,,Lincoln Park,41.92218,-87.66079,Private room,85,2,107,2022-03-13,1.02,1,130,9,R21000072699
887038,MCM Prime LincolnPark 2 Bed 1 Block to Fullerton L,101521,Red,,Lincoln Park,41.92546,-87.6573,Entire home/apt,76,32,38,2021-09-26,0.35,4,264,2,City registration pending
887357,"Prime Lincoln Park 2/2 - 2 Decks, Garage, Dogs OK",101521,Red,,Lincoln Park,41.93153,-87.65797,Entire home/apt,184,32,0,,,4,96,0,
903996,Private Entrance/Steam Room Ensuite,4019426,Colleen,,Logan Square,41.92708,-87.71212,Private room,110,2,145,2020-03-19,1.36,1,3,0,R17000015433
929914,Charming apartment in Old Town,5007980,Lynn,,Lincoln Park,41.91215,-87.64006,Entire home/apt,125,1,372,2022-03-07,3.41,1,129,54,R21000073898
931105,Modern Guest Bedroom Room in Designers House,5015135,Samantha,,East Garfield Park,41.88538,-87.69801,Private room,101,3,23,2018-11-02,0.21,1,362,0,R17000015264
949514,Modern Loft-Style Pad in Wicker!,5148353,Steven,,West Town,41.9055,-87.66685,Private room,50,3,133,2020-03-02,1.20,1,0,0,R17000017886
960326,Stay in a Designer Penthouse with Art Gallery,5228189,Matthew,,West Town,41.89602,-87.65659,Entire home/apt,206,1,337,2022-03-01,3.15,17,342,35,2457501
966137,"!!BIG PRIVATE HOUSE!!close2bus,Great reviews!!",5016495,Erika,,Near West Side,41.86801,-87.67877,Entire home/apt,157,7,40,2018-06-05,0.36,1,80,0,city registration pending
979841,"Huge Victorian near Loyola, Lake #1",5076708,Lois And Eduardo,,Rogers Park,42.00588,-87.66853,Private room,89,2,236,2022-03-13,2.17,4,331,29,R17000015436
979926,"Huge Victorian near Loyola, Lake #2",5076708,Lois And Eduardo,,Rogers Park,42.00477,-87.66842,Private room,79,2,269,2022-02-22,2.49,4,326,29,R17000015436
979942,"Huge Victorian near Loyola, Lake #3",5076708,Lois And Eduardo,,Rogers Park,42.00378,-87.66807,Private room,79,2,257,2022-03-14,2.36,4,336,24,R17000015436
983640,Huge Victorian near Loyola 2bd Apt,5076708,Lois And Eduardo,,Rogers Park,42.00456,-87.67058,Entire home/apt,179,2,203,2022-02-28,1.90,4,287,27,R17000015436
1020810,Beautiful Condo in Chicago,3843347,Andrea,,Near North Side,41.89395,-87.62593,Entire home/apt,85,32,33,2022-01-09,0.30,3,245,3,City registration pending
1027405,Chicago Women's Residence/ Paris Rm,5654677,Urban Art,,North Lawndale,41.85428,-87.70852,Private room,45,2,6,2016-07-31,0.07,4,0,0,R18000034125
1027463,Chicago Women's Residence Florence Comfy Rm,5654677,Urban Art,,North Lawndale,41.8544,-87.70852,Private room,45,32,11,2021-09-05,0.14,4,89,1,City registration pending
1027741,Chicago Women's Residence Midler Rm,5654677,Urban Art,,North Lawndale,41.85454,-87.70802,Private room,45,32,5,2019-10-13,0.11,4,0,0,City registration pending
1083987,MODERN LOFT Downtown by McCormick w/KING BED WiFi,3965428,Rob,,Near South Side,41.85395,-87.62468,Entire home/apt,140,28,23,2021-06-01,0.21,88,365,1,City registration pending
1096191,Studio at the Lake,6023157,Nataliya,,Uptown,41.97271,-87.65236,Entire home/apt,49,5,49,2021-08-05,0.46,1,106,1,R19000050458
1171860,"Lincoln Park Studio, Great Value!",2658212,James,,Lincoln Park,41.92655,-87.64226,Entire home/apt,100,2,587,2022-03-12,5.54,4,47,43,Pending
1183249,"Boystown Studio, Outstanding Value!",2658212,James,,Lake View,41.94139,-87.64346,Entire home/apt,72,2,539,2022-01-19,5.04,4,17,34,Pending
1185749,3 Bdrm Vintage Hideaway  Little Italy/ UIC,1664593,Matt & Christy,,Near West Side,41.87096,-87.68338,Entire home/apt,214,3,325,2022-02-28,3.04,1,234,9,City registration pending
1195259,Wicker Park - Garden At The Heart of It All,2899484,Jason,,West Town,41.90914,-87.67859,Entire home/apt,138,5,194,2021-10-25,1.81,2,275,12,R19000037818
1242709,Beautiful/Large SE Evanston Apt,1254363,Mark,,Rogers Park,42.01938,-87.67985,Entire home/apt,149,7,14,2019-10-20,0.17,3,357,0,
1304049,Private room near UIC Medical Dist.,7089017,Sharon,,Near West Side,41.86967,-87.68284,Private room,103,1,110,2021-10-14,1.06,1,361,7,R17000015307
1321332,Lincoln Park Single Family Home,946954,Jeff,,Lincoln Park,41.93089,-87.66946,Entire home/apt,549,2,96,2022-02-20,0.94,1,309,19,2262746
1356190,Logan Square Vintage Deluxe Private Suite & Bath,3069675,Gabrielle,,Logan Square,41.91984,-87.68962,Private room,90,3,337,2022-01-17,3.26,1,218,24,R17000015398
1361421,Wrigley Hostel - Queen Bed Room,7391164,Wrigley Hostel,,Lake View,41.9459,-87.65461,Private room,172,32,42,2021-05-23,0.43,6,290,1,R20000058693
1392594,"Bright open house, garden & deck",7528098,Eileen,,Uptown,41.96909,-87.67407,Entire home/apt,175,3,24,2019-09-16,0.23,1,187,0,R22000079042
1461451,02b. Twin bed in Coed Space,2907254,Joe,,West Ridge,42.01653,-87.68788,Shared room,17,1,167,2021-12-01,1.59,19,177,8,R21000075752
1468342,Quaint Serenity in Bronzeville,4081052,Suzetta,,Grand Boulevard,41.81248,-87.61654,Private room,55,2,123,2020-02-16,1.18,1,356,0,R20000054139
1475647,01b. Twin bed in Shared Foster Cat Room,2907254,Joe,,West Ridge,42.01653,-87.68788,Shared room,17,32,99,2020-08-30,0.94,19,137,0,City registration pending
1502674,The Biddle House (#2),33004,At Home Inn,,Lincoln Park,41.91175,-87.63834,Entire home/apt,173,4,70,2022-03-07,0.68,8,64,28,2120298
1502700,The Biddle House,33004,At Home Inn,,Lincoln Park,41.91184,-87.63963,Entire home/apt,279,30,16,2019-09-02,0.17,8,75,0,"2120298, 2120297"
1516154,Best Location Millennium Park Extended Stay POOL,3965428,Rob,,Loop,41.88599,-87.61782,Entire home/apt,165,31,18,2015-08-16,0.17,88,365,0,City registration pending
1554433,Charming Home in Chicago,6088938,Eric,,Beverly,41.71554,-87.67197,Private room,49,2,181,2022-03-14,1.74,1,329,15,R17000013891
1573401,Spacious & serene in hip spot. Sleeps 4.,8186262,April,,Lower West Side,41.85592,-87.66249,Private room,41,2,243,2022-03-06,4.79,2,61,56,R19000050551
1584422,"Magic Factory, Chef kitchen, art, dine, relax 3bdr",2810938,Carole,,Near North Side,41.90532,-87.64761,Entire home/apt,199,3,31,2021-12-20,0.30,3,37,3,2555923
1591370,Private Northside Chicago Apt Near Beach & Transit,8489460,Holly + Mark,,Rogers Park,42.01177,-87.67758,Entire home/apt,124,2,144,2022-01-17,1.39,1,332,40,R17000014405
1614802,"Contemporary, private suite w fireplace",8595700,Carin,,Lake View,41.93455,-87.66141,Private room,64,4,292,2022-03-05,3.03,1,188,17,R17000014283
1620098,Bedroom + apartment in Lincoln Park,8619275,Leszek,,Lincoln Park,41.92817,-87.64282,Private room,92,32,35,2021-11-18,0.34,1,89,24,R20000060040
1623463,East Pilsen,8463536,Maximiliano,,Lower West Side,41.85922,-87.64592,Entire home/apt,103,2,52,2022-03-25,0.87,1,1,12,R21000072963
1648786,Quiet Rooms2 in Quiet Neighborhood,1426804,Afri,,Chatham,41.72706,-87.61164,Private room,55,2,100,2021-12-04,0.97,1,299,16,R17000013914
1663673,iKlektik House // Cardinal,8813383,Mindy + Tony,,West Town,41.89322,-87.68572,Entire home/apt,103,32,349,2021-12-07,3.51,3,261,23,R17000015117
1668481,Cozy 2BR Apt - Humboldt Park,531832,Evan,,West Town,41.89678,-87.6971,Entire home/apt,86,32,116,2021-05-20,1.51,1,0,2,R18000026178
1672647,Victorian greystone near Loyola U!,2707385,Caitlin & Lisa,,Edgewater,41.99734,-87.67227,Entire home/apt,120,3,248,2021-08-16,2.41,1,269,14,R20000053656
1678422,Room in Penthouse in Lakeview,8852597,Hector,,Lake View,41.93512,-87.65749,Private room,83,2,28,2019-10-01,0.27,6,84,0,City registration pending
1721045,*Recent Price Drop! Superb location!,2885441,Tracy,,West Town,41.89103,-87.66243,Private room,78,1,95,2020-08-03,0.93,5,358,0,R20000053637
1732652,LUX Condo Downtown BEST LOCATION ON MAG MILE AVE,3965428,Rob,,Near North Side,41.89269,-87.62227,Entire home/apt,153,60,7,2014-09-08,0.07,88,306,0,
1759266,Lakeview / Lincoln Park Vintage,9249272,Mark,,Lake View,41.93396,-87.65897,Entire home/apt,143,2,48,2021-12-05,0.51,1,285,13,C17000012380
1759389,Casa Corazón (W) near Rush / UIC,1559157,Amanda,,Lower West Side,41.84801,-87.68127,Private room,75,2,129,2021-11-22,1.26,3,274,9,R20000054162
1769731,1 Bedroom Across from Wrigley Field MVP Suite,9297431,Inn At Wrigleyville,,Lake View,41.94747,-87.65417,Entire home/apt,308,1,6,2021-10-17,0.71,6,241,6,2446867
1772920,3 Bedroom Across from Wrigley Field AllStar Suite,9297431,Inn At Wrigleyville,,Lake View,41.94842,-87.65307,Entire home/apt,408,1,10,2022-03-13,0.10,6,242,8,2446868
1773021,4 Bedroom Across from Wrigley Field Stadium Suite,9297431,Inn At Wrigleyville,,Lake View,41.94774,-87.65421,Entire home/apt,479,1,16,2022-01-02,1.44,6,228,16,2446868
1773025,4 Bedroom Across from Wrigley Field Legend Suite,9297431,Inn At Wrigleyville,,Lake View,41.9475,-87.6542,Entire home/apt,479,1,14,2022-03-13,1.26,6,233,14,2446867
1778910,South Loop Cozy 2BdRm parking&WiFi&NetFlix,9339313,Leon,,Lower West Side,41.85674,-87.65349,Entire home/apt,79,1,499,2022-02-27,5.25,10,336,19,R22000077579
1810118,LARGE Private 1BR/Full Bath near U of Chicago,9483312,Ryan,,Woodlawn,41.77738,-87.60041,Private room,69,4,343,2022-02-27,3.49,2,106,13,R17000015592
1837153,Musician's Quarters,9601147,Chester,,Hyde Park,41.79989,-87.59432,Entire home/apt,115,32,56,2021-11-27,0.56,1,360,9,City registration pending
1852665,BIG LOFT Location RIVER WEST Brick,3965428,Rob,,Near West Side,41.88593,-87.64885,Entire home/apt,140,60,0,,,88,365,0,
1854000,Elegant Lakefront Near Wrigley Field Lake Michigan,9471604,James,,Lincoln Park,41.93264,-87.64311,Entire home/apt,239,1,154,2020-09-20,1.54,1,365,0,R93749978238
1921670,The Avondale Garden Suite,9959757,Jedidiah,,Avondale,41.94663,-87.70783,Entire home/apt,99,2,268,2021-11-30,3.11,6,55,17,R18000036958
1931880,Charming Mid-Century Designed Apt in E Lakeview,4995578,George,,Lake View,41.93564,-87.6424,Entire home/apt,75,32,0,,,1,75,0,
1944802,High Floor South Loop GYM POOL,3965428,Rob,,Near South Side,41.85487,-87.62024,Entire home/apt,200,60,14,2016-10-15,0.15,88,365,0,City registration pending
1954633,Lincoln Park/DePaul  - Private room & bathroom,3217364,Mary Kay,,Lincoln Park,41.9308,-87.65844,Private room,100,1,186,2021-12-15,1.94,1,75,3,R21000074927
1960332,Admire Colorful Art at an Eclectic Wrigleyville Home,10129776,Teri,,Lake View,41.94432,-87.65988,Entire home/apt,225,30,20,2022-01-23,0.44,3,41,6,R21000062121
1965410,Wrigleyville Gem-Eclectic Artsy Style You'll Love!,10129776,Teri,,Lake View,41.94943,-87.66129,Entire home/apt,423,30,48,2022-02-14,0.69,3,243,11,R21000062139
1984545,Mansion in Bronzeville,4010906,Bobbie,,Grand Boulevard,41.81961,-87.61324,Entire home/apt,746,35,4,2017-06-06,0.05,8,365,0,2255946
2011301,Bucktown - Great Northside Location,5166793,Carrie & Brad,,Logan Square,41.92118,-87.68678,Private room,75,1,231,2022-01-31,2.30,2,48,32,R18000037035
2062638,Downtown Urban Oasis 3BR + Huge Deck & Parking!,1876597,The Adventurers,,West Town,41.89821,-87.6572,Entire home/apt,208,2,165,2022-03-14,1.65,2,328,16,2510880
2139407,Urban Farm Fun!  Walk to Metra/CTA,10917550,Nicky,,Humboldt Park,41.88849,-87.70648,Entire home/apt,80,1,491,2022-02-21,4.93,6,282,55,R22000078847
2189522,Casa Corazón (E) near Rush / UIC,1559157,Amanda,,Lower West Side,41.84828,-87.68021,Private room,75,2,154,2021-11-27,1.59,3,342,15,R20000054162
2298310,"Hyde Park / Kenwood, U of Chicago. Free bike.",1385332,Patt,,Kenwood,41.80239,-87.60244,Private room,31,2,32,2022-02-26,0.33,14,236,11,R21000072908
2305194,Wrigley Hostel - 4 Bed Private Room,7391164,Wrigley Hostel,,Lake View,41.94594,-87.65431,Private room,141,1,57,2021-10-25,0.60,6,288,2,2245608
2305230,Wrigley Hostel - 10 Bed Shared Room,7391164,Wrigley Hostel,,Lake View,41.94594,-87.65431,Shared room,37,1,341,2021-11-22,3.86,6,290,31,2245608
2320027,Carriage House in Wicker Park,11848299,Anton,,West Town,41.90798,-87.68158,Entire home/apt,128,21,164,2021-12-04,1.66,2,1,6,R12345678901
2396340,"Unique, Handcrafted Art Gallery Condo in River West Chicago",5228189,Matthew,,West Town,41.89634,-87.65608,Entire home/apt,202,1,420,2022-02-28,4.31,17,327,32,2385048
2437230,City Hideaway,7000138,Brock & Kim,,North Center,41.94272,-87.68409,Entire home/apt,206,1,89,2022-03-10,0.94,2,137,9,R17000013482
2453598,FULTON/RIVER NORTH MODERN LUXURY,3965428,Rob,,Near West Side,41.88786,-87.64321,Entire home/apt,150,60,7,2018-05-29,0.07,88,365,0,City registration pending
2459132,Conveniently Located!,12059561,Rick,,Portage Park,41.96703,-87.75087,Private room,325,2,67,2017-05-21,0.70,1,87,0,City registration pending
2471876,Bright&Modern Condo in the Heart of the Best Loop,6169870,Bora,,Near West Side,41.88209,-87.65127,Entire home/apt,134,5,49,2022-02-27,0.53,1,17,11,City registration pending
2479175,Cozy Garden-Subterranean Apartment,12681444,Jenny,,Lincoln Square,41.96316,-87.69208,Entire home/apt,81,2,213,2022-03-13,2.21,1,44,31,R17000017830
2487272,U of C Hospital/Campus Rooms,12728248,Judy,,Hyde Park,41.79777,-87.58943,Private room,65,10,5,2021-11-26,0.11,4,90,2,R17000018647
2496594,Chicago MostWanted LOCATION Mag Mil,3965428,Rob,,Near North Side,41.89021,-87.62179,Entire home/apt,140,31,4,2014-11-05,0.04,88,337,0,City registration pending
2499596,Vintage Apartment in the Heart of the Ukrainian Village,2768314,Jason,,West Town,41.90006,-87.68096,Entire home/apt,139,7,163,2022-01-02,1.67,1,358,7,R17000013566
2510602,2 bedroom MAG MIL Roof Top Hot Tub,3965428,Rob,,Near North Side,41.89132,-87.6233,Entire home/apt,225,90,4,2015-05-25,0.05,88,365,0,
2512850,The Green Room In Andersonville,9313520,Taylor,,Uptown,41.97493,-87.66819,Private room,53,2,334,2022-02-18,3.51,1,227,43,R20000058878
2515629,"Clean, Quiet, Private Room with private bathroom",12877384,Tanya,,East Garfield Park,41.88152,-87.69768,Private room,34,4,140,2022-01-24,1.50,3,169,10,R21000073422
2519442,"Warm Cozy Guest Suite, Private Bath",7858620,Cynthia,,Washington Park,41.79606,-87.62382,Private room,80,2,87,2021-10-03,0.91,1,361,5,R17000013595
2543231,Private room near Downtown,2850286,Amado,,Lower West Side,41.85669,-87.65132,Private room,65,3,238,2021-12-06,2.45,1,80,18,City registration pending
2564678,Even Cowgirls Get The Blues Rm.,5654677,Urban Art,,South Lawndale,41.85295,-87.70686,Private room,45,32,7,2021-09-13,0.09,4,179,1,City registration pending
2583929,Next to McCormick Desk WIFI w/ KING BED +Laundry,3965428,Rob,,Near South Side,41.85226,-87.62299,Entire home/apt,120,60,16,2018-06-02,0.17,88,365,0,City registration pending
2604454,Cozy Single-Family Home near University of Chicago,13339125,Greg,,Hyde Park,41.79077,-87.58937,Entire home/apt,125,1,103,2020-02-16,1.11,2,0,0,R17000013467
2611538,Private Bed & Living Room near Lake & Hyde Park,13374424,RaeGina,,South Shore,41.75205,-87.56057,Private room,34,5,6,2017-09-30,0.08,1,196,0,R18000030225
2661465,GREAT LOCATION SPECTACULAR VIEWS + BALCONY,3965428,Rob,,Loop,41.88765,-87.61765,Entire home/apt,160,31,25,2018-06-29,0.26,88,365,0,City registration pending
2679456,2BD Great Views Modern Luxury  w/POOL,3965428,Rob,,Near South Side,41.85255,-87.62121,Entire home/apt,200,90,6,2015-06-24,0.06,88,365,0,City registration pending
2693387,"The Bucktown Penthouse Family, Business, Friends",13783917,Nora,,West Town,41.91387,-87.67182,Entire home/apt,160,1,126,2022-01-26,2.26,2,215,20,R20000051982
2695259,Grand Vintage Lincoln Park Penthouse 3 Bedrooms,13793246,Kristi,,Lake View,41.93308,-87.6511,Entire home/apt,199,1,148,2022-01-01,2.68,1,329,33,City registration pending
2715815,GROCERY STORE DOWNSTAIRS | KING SIZE BED | BALCONY,3965428,Rob,,Near South Side,41.85361,-87.62434,Entire home/apt,120,31,15,2020-07-03,0.16,88,365,0,City registration pending
2730613,Sweet Spacious Suite: Country in the City,13975150,Janine,,Morgan Park,41.68451,-87.67925,Entire home/apt,90,7,136,2021-11-04,1.43,2,148,3,R21000073319
2731202,"Cozy ""Faux"" Cabin Suite /Fireplace",13975150,Janine,,Morgan Park,41.68451,-87.67913,Entire home/apt,89,30,143,2021-12-31,1.70,2,139,1,R21000073319
2819982,"McCormick Modern New 2 beds Luxury , Pool, HotTub",3965428,Rob,,Near South Side,41.85247,-87.62204,Entire home/apt,200,60,8,2016-12-02,0.08,88,364,0,City registration pending
2824585,#54-Home away from home- Safe place,13389580,Ed,,Dunning,41.9443,-87.79831,Private room,45,32,28,2021-12-01,0.30,2,72,5,R17000013486
2832376,Modern 1 Bedroom w/POOL HOT TUB Luxury,3965428,Rob,,Near South Side,41.85434,-87.62194,Entire home/apt,135,31,7,2018-07-07,0.08,88,365,0,City registration pending
2836339,Stay In the Center w/ Pool Gym Long Term Furnished,3965428,Rob,,Near North Side,41.89098,-87.62238,Entire home/apt,155,32,5,2015-01-18,0.05,88,365,0,
2837146,Urban Farm + Bikes in Roscoe Village,4009750,Matt,,North Center,41.94721,-87.68248,Entire home/apt,119,2,170,2020-09-21,1.79,2,0,0,R18000034107
2844042,"Relax in a Custom, Creative, Artsy, Unique Apartment in West Town",8813383,Mindy + Tony,,West Town,41.89288,-87.68458,Entire home/apt,84,28,156,2022-01-17,1.63,3,130,6,R21000073802
2874486,Gorgeous Penthouse with Stunning Views from Private Rooftop,14692157,Ross,,West Town,41.90026,-87.66871,Entire home/apt,175,2,149,2022-02-28,2.24,1,119,43,R21000071753
