id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
12039617,2000+ SF Duplex in Lakeview - Private Entrance,2496361,Matt,,Lake View,41.95412,-87.6684,Entire home/apt,269,4,91,2022-01-02,1.26,5,195,17,2438049
12093618,Glam Hidden Gem near Wrigley,8032665,Scott And Mindy,,North Center,41.94431,-87.67925,Entire home/apt,123,1,139,2022-01-24,2.33,2,290,14,R20000057700
12095628,(Downtown in 15min) Portage Park,64846717,Alexander,,Portage Park,41.94989,-87.74325,Entire home/apt,390,3,74,2020-04-25,1.05,1,75,0,R20000054750
12153109,Classic Rowhouse by U. Chicago,9499059,Bennett,,Hyde Park,41.796158,-87.597801,Entire home/apt,298,5,22,2021-07-06,0.31,3,19,2,R17000014580
12159371,中唐【303】Chinatown (Private bedroom),60390549,Zhi,,Armour Square,41.84928,-87.63321,Private room,59,1,171,2022-01-02,2.42,7,87,24,R17000015797
12175196,《6》离展览中心和中国城很近。有红绿线地铁。8和35公交车。3个卧室,42071010,Jenny,,Bridgeport,41.83018,-87.64546,Entire home/apt,350,1,1,2017-05-23,0.02,2,0,0,
12229838,MODERN GREAT LOCATION BY MILLENNIUM PARK Pool Gym,49626033,Roma,,Loop,41.88676,-87.61682,Entire home/apt,120,31,1,2017-01-04,0.02,35,347,0,City registration pending
12229961,2 BEDROOMS LUXURY at LakeShoreEast | EXTENDED STAY,49626033,Roma,,Loop,41.88676,-87.61682,Entire home/apt,180,31,2,2018-05-24,0.03,35,365,0,City registration pending
12243016,"Cool, Quiet Private Room close to city center",12877384,Tanya,,East Garfield Park,41.8817,-87.69588,Private room,29,3,111,2022-02-22,1.54,3,91,17,R18000034211
12243431,Private Space in Victorian Treasure,35913194,Wesley,,Grand Boulevard,41.8191,-87.62209,Private room,32,1,31,2022-02-27,0.55,1,223,20,R21000073954
12252435,New REHAB - 2Bd/1Ba Lakeview/Boystown *CUBS*,5961606,David,,Lake View,41.93836,-87.64664,Entire home/apt,158,2,182,2021-12-29,2.55,1,192,36,R20000053596
12268349,Big Bright Private Room near to Bus and Stores [B2,18714715,Aiste,,Near West Side,41.88097,-87.68732,Private room,46,14,30,2022-01-02,0.42,9,229,4,R17000014214
12268908,"Nice private room near bus, stores and arena [F2",18714715,Aiste,,Near West Side,41.88097,-87.68732,Private room,49,32,39,2021-11-02,0.55,9,364,3,R17000014214
12272478,"A+ location by Mag Mile, views, large sunny room",5214172,Matthew,,Near North Side,41.89746,-87.62207,Private room,89,1,263,2022-03-06,3.64,3,36,50,R21000069199
12276273,Vintage Entire Apartment Retreat,20023264,Connie And Brandon,,Austin,41.89702,-87.77834,Entire home/apt,109,2,85,2020-02-16,1.18,1,152,0,
12308104,"Cozy room, private bath, Hyde Park",18607361,Frank (And Meridith),,Hyde Park,41.80114,-87.59614,Private room,40,1,196,2020-02-23,2.70,1,0,0,R19000038659
12323073,"2br/2ba, A+ location by Mag mile, views & spacious",5214172,Matthew,,Near North Side,41.89702,-87.62021,Entire home/apt,189,2,116,2022-03-10,1.65,3,54,47,R21000069199
12330769,Family friendly home in Chicago w/ garage!,66546874,Adrienne,,Irving Park,41.95726,-87.7161,Entire home/apt,292,2,66,2022-03-13,0.93,1,108,16,R21000073800
12334385,中唐【304】Chinatown (Private Bedroom),60390549,Zhi,,Armour Square,41.84766,-87.63292,Private room,59,1,186,2022-03-13,2.62,7,164,26,R17000015797
12379595,"Highly Rated, Equip for Long Stays, Wicker Park",2209061,Michelle,,West Town,41.90002,-87.6753,Entire home/apt,175,6,47,2022-01-04,0.67,2,62,7,R18000036484
12382366,Charming Museum Park Town House,66219209,Bindi,,Near South Side,41.86509,-87.62125,Entire home/apt,116,32,22,2018-07-28,0.31,1,0,0,City registration pending
12434982,"Sunny Room, 1 Street to Lake",8028727,Jorge,,Uptown,41.97343,-87.65546,Private room,36,7,112,2022-02-20,1.60,1,18,10,R19000043358
12448898,River North CLEAN MODERN SLEEK - Merchandise Mart,49626033,Roma,,Near North Side,41.88999,-87.63269,Entire home/apt,120,31,0,,,35,365,0,City registration pending
12451721,"Garden Apartment Gallery, GAG",5855398,Marlene,,East Garfield Park,41.88557,-87.71376,Entire home/apt,130,32,67,2021-10-15,0.98,1,40,14,City registration pending
12452076,LOCATION + VIEWS MAG MILE 2 BEDROOM,49626033,Roma,,Near North Side,41.89346,-87.61523,Entire home/apt,195,120,1,2016-06-02,0.01,35,365,0,City registration pending
12489153,HOT 3 Bedroom Greystone - Unbeatable Location!!,34357437,Amber + Brandon,,Avondale,41.93209,-87.70371,Entire home/apt,157,3,205,2022-03-14,2.89,1,64,1,R21000062938
12507128,"Edgewater escape, charming 2 BR",148219704,Richard,,Edgewater,41.9907,-87.66695,Entire home/apt,98,1,207,2022-03-14,2.91,1,251,44,R22000077383
12509442,Master Suite and Bathroom in Wicker Park,7312291,Catherine,,West Town,41.91002,-87.68723,Private room,47,1,200,2019-08-22,2.86,1,0,0,R17000015563
12511894,"3B/3BA Distinguished Penthouse w/ Panoranic Views, Pool & Gym by ENVITAE",67751745,Brett,,Near North Side,41.89402,-87.61629,Entire home/apt,342,3,14,2021-12-23,0.20,4,176,6,City registration pending
12536277,Great Edgewater/Andersonville Suite,54202421,Tripp & Todd,,Edgewater,41.98444,-87.66225,Private room,120,2,131,2022-03-13,1.84,1,332,31,R17000014863
12543743,Location! LUX  2b/2b Condo Amazing Views/Amenities,32960567,Chris,,Near North Side,41.89415,-87.62627,Entire home/apt,147,29,6,2022-03-12,0.16,2,182,3,R17000013232
12548411,Vintage bungalow basement suite,68009704,Moizza,,Albany Park,41.9698,-87.73505,Private room,33,3,58,2021-10-26,1.05,1,45,7,R22000076373
12560787,Lovely Logan Square Suite for Two,68089316,Susan,,Logan Square,41.91538,-87.69769,Entire home/apt,101,4,39,2021-11-18,0.56,1,357,5,R17000015730
12581064,Elegant vintage apartment in Ravenswood,23503681,Francesca,,Lincoln Square,41.96555,-87.68124,Entire home/apt,270,1,38,2021-11-27,0.79,1,106,17,R17000014996
12584395,MODERN BIG NEW 2BD 2BH SOUTH LOOP,49626033,Roma,,Near South Side,41.86705,-87.63118,Entire home/apt,200,32,1,2018-11-15,0.02,35,365,0,City registration pending
12586766,1BR in the heart of Portgage Park,51964855,Nicole,,Portage Park,41.95448,-87.75031,Entire home/apt,75,2,32,2018-10-03,0.60,1,0,0,City registration pending
12588033,Welcome to Chicago's smallest neighborhood...,2439224,Peter,,Irving Park,41.95056,-87.72431,Entire home/apt,304,7,14,2020-12-14,0.20,1,320,0,R17000014667
12631039,Bright newly remodeled 2bdr Apt off the train,14340142,Brendan,,Albany Park,41.96683,-87.70501,Entire home/apt,300,32,3,2016-11-16,0.05,1,0,0,R17000015534
12673204,Charming Private Home in Lincoln Square,34473759,Kerry,,Lincoln Square,41.97262,-87.69506,Entire home/apt,140,3,11,2018-10-08,0.15,2,14,0,R20000054147
12683444,Private In-law Suite near O'Hare,68923281,Horatio,,Dunning,41.93892,-87.83035,Entire home/apt,189,2,79,2022-01-21,1.16,1,59,15,R17000015014
12714714,Cozy Studio Apt. Home--5 Min. to U of C,69130426,Charla,,Hyde Park,41.79805,-87.60244,Entire home/apt,85,2,185,2022-02-27,2.69,2,261,25,R17000017591
12759999,1 Bed Coach House\Full Kitchen&Bath,60405794,Kyle,,Lake View,41.94538,-87.66959,Entire home/apt,164,3,55,2021-10-19,0.78,1,168,19,R17000013484
12762936,Peace Home,69431652,Stella,,West Ridge,41.99685,-87.69486,Private room,65,32,1,2019-05-19,0.03,1,0,0,City registration pending
12782772,Vintage Edgewater apartment,7304123,Aaron,,Edgewater,41.99056,-87.66609,Entire home/apt,48,32,5,2018-08-31,0.07,1,0,0,City registration pending
12783473,2BD|2BH MODERN Urban Mag Mile Views,55199486,Furnished Rental,,Near North Side,41.89862,-87.62138,Entire home/apt,220,31,0,,,14,365,0,City registration pending
12808357,Penthouse Near Wrigley Field,67664674,Kim,,Lake View,41.93628,-87.65976,Entire home/apt,174,2,91,2022-03-06,1.28,1,38,12,R18000030204
12825187,Great Views River North Corner 1BD,3965428,Rob,,Near West Side,41.88806,-87.63936,Entire home/apt,140,60,0,,,88,365,0,
12855435,Private Room in Lincoln Park Condo,61868239,Michael,,Lincoln Park,41.92913,-87.66232,Private room,102,1,12,2019-08-12,0.17,1,0,0,R21000062923
12871814,Old Town/Lincoln Park Vintage Charm,48048331,John,,Lincoln Park,41.91215,-87.64146,Entire home/apt,144,30,209,2021-08-31,2.96,1,1,3,R17000013048
12874125,中唐【301】Chinatown (Private Bedroom),60390549,Zhi,,Armour Square,41.84977,-87.63321,Private room,75,1,223,2022-03-13,3.17,7,82,26,R17000015797
12890850,Budlong Woods 1bd 1bath,30990608,Paul,,Lincoln Square,41.97991,-87.68999,Entire home/apt,114,1,1,2017-11-13,0.02,1,0,0,R18000037018
12916554,"Walkable, Sunny, Safe, top floor w/ a real view",5649246,Imran,,West Town,41.89555,-87.65821,Entire home/apt,190,5,31,2021-08-10,0.43,1,0,4,R21000074560
12918724,Beautiful Chicago Home steps to Wrigley Field! 2,2471877,Michael,,Lake View,41.94783,-87.65319,Private room,175,365,84,2019-10-21,1.23,3,315,0,R17000013315
12932496,Great Location! Gold Coast! 07,14241347,Ensavi,,Near North Side,41.90184,-87.63207,Entire home/apt,76,1,423,2022-02-23,5.96,6,279,54,R17000014228
12950188,COOL PLACE - 10 MIN WALK FROM WRIGLEY FIELD,45284138,Kenny,,Lake View,41.93859,-87.65791,Entire home/apt,93,2,137,2022-03-14,1.95,1,171,38,R21000075216
12950970,Private BR in Chicago - Dwntwn & Fulton Mkt close,10613587,Saurin,,West Town,41.89491,-87.66053,Private room,82,1,143,2022-03-14,2.02,4,169,41,R21000073001
12955743,Loyola Garden Room With Private Bathroom,71205935,Gary,,Rogers Park,42.0029,-87.66298,Private room,60,2,108,2022-02-14,1.54,2,139,14,R21000070286
13014320,Loft Style Private Apt (1 Room- 420 Friendly),71816766,Josh,,Rogers Park,41.99932,-87.67066,Private room,36,32,275,2022-03-13,3.92,4,64,12,R17000014652
13015160,NEW ULTRA LUXURY MODERN Studio RIVER-NORTH LUXURY,3965428,Rob,,Near North Side,41.88991,-87.63421,Entire home/apt,150,90,7,2019-11-24,0.10,88,365,0,City registration pending
13049456,RIVER NORTH 1 BEDROOM MODERN POOL,3965428,Rob,,Near North Side,41.89366,-87.63142,Entire home/apt,157,60,2,2016-09-01,0.03,88,364,0,City registration pending
13062802,"Cute Designer Touch Minimal Loft,Blue Line",22629423,Art,,West Town,41.89883,-87.65626,Entire home/apt,74,1,348,2022-03-12,4.92,1,37,78,R22000076753
13073130,Vintage charm and comfort.,12840063,Kristy,,West Ridge,41.99369,-87.70413,Private room,125,7,2,2021-08-09,0.22,1,365,2,R20000056922
13077320,SuperHost Perfect Location DOWNTOWN | QUEEN BED |,4384965,Tom,,Near North Side,41.89862,-87.62138,Entire home/apt,120,32,1,2021-10-09,0.19,10,365,1,City registration pending
13128883,Private Sunny Bedroom,14650054,Kevin,,Lower West Side,41.84898,-87.67959,Private room,27,200,36,2020-10-03,0.51,1,363,0,R17000014525
13137589,Unique 1 Bedroom Apartment at Logan Square!,3920450,Vas,,Logan Square,41.93094,-87.72219,Entire home/apt,62,32,70,2021-12-29,1.00,4,176,3,
13139438,Charming Lincoln Square Room,25132774,Kristina,,Lincoln Square,41.96281,-87.68944,Private room,28,1,46,2019-11-11,0.85,1,0,0,City registration pending
13148936,Webster Place by the zoo,72457998,Jon,,Lincoln Park,41.92114,-87.63986,Entire home/apt,192,3,52,2021-12-12,0.74,1,249,13,R17000013226
13149571,"Turquoise Wonder - Clean, Cozy & Stylish Apt",6325338,Lesley,,West Town,41.8955,-87.69046,Entire home/apt,109,5,220,2021-10-31,3.12,1,215,17,R22000076562
13150401,Well-styled spacious apartment with a lot to offer,73361372,Igors,,West Town,41.8991,-87.69846,Entire home/apt,145,2,79,2021-06-27,1.12,2,200,5,R17000014958
13165625,LUXURY STAY IN CHICAGO DOWNTOWN River North,49626033,Roma,,Near North Side,41.88895,-87.63364,Entire home/apt,160,31,1,2018-06-21,0.02,35,365,0,City registration pending
13175429,"Beautiful 3-BR, 1.5 Bath with Parking",9094538,Nicole,,Edgewater,41.98932,-87.66036,Entire home/apt,128,4,115,2021-11-27,1.65,28,5,7,City registration pending
13207526,The Wrigley Flats | Chicago Vacation Rental,70042764,Tara,,Lake View,41.94456,-87.65678,Entire home/apt,129,3,41,2022-03-07,0.60,1,86,29,2079726
13247627,Private twin room K3 front,36549783,Jeffrey,,Irving Park,41.962921,-87.735283,Private room,46,1,20,2021-07-01,0.28,12,267,3,R19000039377
13295757,Modern Fulton Market loft with spectacular view,49579612,Daniel,,Near West Side,41.88714,-87.64393,Entire home/apt,260,7,37,2022-02-02,0.52,1,14,3,R20000058863
13311675,El Motel Dos with Patio in Logan Square,4069585,Liz,,Logan Square,41.92526,-87.70081,Entire home/apt,270,2,79,2022-03-07,1.13,4,293,10,VR-2469905
13317058,Amazing room in a great location,63226994,Richard,,Lincoln Park,41.92718,-87.66506,Private room,50,32,4,2016-09-18,0.06,1,0,0,City registration pending
13343525,Near McCormick Place and Minutes from Downtown!,31719116,Christopher,,Near South Side,41.84691,-87.61953,Entire home/apt,117,2,262,2022-01-09,3.80,1,277,33,R17000014176
13345749,Home away from home near U of C,42163600,Nicole,,Woodlawn,41.78424,-87.60507,Entire home/apt,106,3,89,2022-01-01,1.27,1,160,21,R21000072684
13348367,"Spacious home 5BR/2BH, 10 min downtown w/parking",2407409,Erikka,,West Town,41.89371,-87.66773,Entire home/apt,289,2,177,2021-03-31,2.54,3,0,1,R17000017873
13358192,Spacious Old Town Apartment Close to EVERYTHING,12360851,Connor,,Near North Side,41.90326,-87.63709,Entire home/apt,135,32,2,2016-06-08,0.03,1,0,0,City registration pending
13361661,Charming home in Roscoe Village/W. Lakeview,43446278,Amber,,North Center,41.93701,-87.6824,Entire home/apt,155,2,129,2022-02-22,1.94,1,313,14,R19000038590
13373997,Relax and Enjoy Chicago in an Updated and Private Apartment in Roscoe Village,75959513,Mark,,North Center,41.9462,-87.67828,Entire home/apt,119,32,293,2022-03-27,4.22,1,91,53,R21000072639
13390160,"River North's Rock N Roll - Covd Safer, No Common Areas",5640784,Dean,,Near North Side,41.89591,-87.63555,Entire home/apt,299,2,196,2022-03-06,2.80,2,83,39,R21000075005
13414718,Spacious apartment with beautiful garden,32970178,Joanne,,Logan Square,41.92168,-87.71191,Entire home/apt,120,2,154,2021-10-25,2.18,1,40,19,R17000017817
13416789,2 Bedroom in heart of Lakeview,46109921,Anne,,Lake View,41.93896,-87.66504,Entire home/apt,96,2,400,2022-03-13,5.72,1,70,74,R18000024075
13431644,Wicker Park Landmark Church,588905,Scott,,West Town,41.90908,-87.68241,Entire home/apt,250,32,11,2016-11-18,0.16,1,0,0,R19000042660
13432253,"Cute quaint place, convinient to everything!",74334677,Cayla,,North Park,41.97255,-87.71578,Entire home/apt,90,1,27,2016-10-27,0.38,1,0,0,City registration pending
13453259,Modern and super cozy studio in Humboldt Park,50072271,Catalin,,West Town,41.90475,-87.69237,Entire home/apt,84,1,233,2022-01-02,3.34,1,309,26,R18000023813
13478467,Spacious & Stylish Home at the ♥ of Wicker Park,37615606,Joe,,West Town,41.90429,-87.68212,Entire home/apt,272,2,179,2022-03-06,2.68,1,60,31,R20000053640
13493868,Spacious 5-BR home next to transit! Great area!,48082237,Kate & Rick,,Logan Square,41.93144,-87.70632,Entire home/apt,326,3,168,2022-02-21,2.40,1,181,33,R21000075046
13496433,"*CONVENIENT Wrigley 3 Bdrms, 5min Walk to Train*",1597671,Naomi And JJ,,Lake View,41.94418,-87.65434,Entire home/apt,200,3,82,2020-08-02,1.22,3,0,0,City registration pending
13509392,Penthouse of the Southwest with Patio Logan Square,4069585,Liz,,Logan Square,41.92526,-87.70081,Entire home/apt,330,2,72,2022-01-28,1.03,4,295,24,VR-2469910
13522012,"Garden Room - King Bed, Sofa Bed, 1 Block to Train",22608682,Ryan,,East Garfield Park,41.88302,-87.7096,Private room,32,1,435,2022-03-06,6.22,9,288,33,R21000074599
13531342,Private Room in Cozy Townhouse (Ida B. Wells),35412645,Aughty,,Greater Grand Crossing,41.76769,-87.63009,Private room,39,2,45,2021-10-14,0.67,7,137,3,City registration pending
13531879,Two Bedrooms Available in Cozy Townhouse,35412645,Aughty,,Greater Grand Crossing,41.76769,-87.63009,Private room,75,1,3,2019-09-29,0.06,7,47,0,City registration pending
13532621,Chicago Pilsen 2Br,27659902,Iryna,,Lower West Side,41.84758,-87.68444,Entire home/apt,40,14,2,2017-09-26,0.03,1,0,0,City registration pending
13547280,1 BR Bucktown/Wicker Pk-Grdn Apt. - Great Location,77972775,Doug,,West Town,41.91151,-87.67425,Entire home/apt,122,2,54,2021-11-27,0.78,1,234,14,R18000035068
13605649,Beautiful Private Master Room - Univ. of Chicago 2,78716376,Alex,,Grand Boulevard,41.80704,-87.62401,Private room,41,2,182,2020-03-29,2.64,5,9,0,City registration pending
13621242,ENTIRE CITY HOUSE/PARK FREE &  3 MIN WALK TO TRAIN,25715675,Joyce,,Near West Side,41.88237,-87.69167,Entire home/apt,90,3,308,2022-03-12,4.45,2,138,56,R20000053615
13635380,"Egyptian Room - Free Parking, 1 block to CTA",22608682,Ryan,,East Garfield Park,41.88302,-87.7096,Private room,31,1,387,2022-02-01,5.56,9,362,33,R21000074599
13648548,"⭐️ Master Bedroom near Train, Grocery & Nightlife ⭐️",25668821,Kam,,Logan Square,41.91836,-87.68852,Private room,42,2,108,2022-02-01,1.62,8,22,15,R17000013737
13648600,"⭐️ Comfy Bedroom near Train, Grocery & Nightlife ⭐️",25668821,Kam,,Logan Square,41.9185,-87.68845,Private room,38,2,140,2022-03-02,2.10,8,14,25,R17000013737
13656154,Urban Lincoln Park hideaway w/free street parking!,40698494,Timothy,,Lincoln Park,41.92755,-87.66752,Entire home/apt,105,2,160,2022-03-08,2.52,1,258,55,R17000014274
13656318,"Florence Room - 3min to CTA, Free Parking, Roomy",22608682,Ryan,,East Garfield Park,41.88302,-87.7096,Private room,36,1,377,2020-03-15,5.58,9,249,0,R21000074599
13666998,Easily accessible Uptown room,61402703,Cameron,,Uptown,41.96655,-87.66183,Private room,72,1,84,2022-01-09,1.21,1,73,20,R17000015758
13687465,Logan Square One Bedroom  Entire Apartment,1262452,Ryan,,Logan Square,41.92343,-87.70842,Entire home/apt,75,7,49,2020-03-31,0.75,1,0,0,R17000014276
13687910,"South Loop 2 bedroom, bathroom, free parking, WiFi",9339313,Leon,,Near West Side,41.86231,-87.64837,Entire home/apt,79,1,385,2022-02-28,5.52,10,306,52,R21000075344
13699494,"Cute Room, Trendy Area, Rehabbed Apt",4409207,Ali,,Avondale,41.94201,-87.72191,Private room,30,32,20,2018-04-17,0.32,1,0,0,R17000014341
13713501,Private Bed and Bathroom in a Great Location,68529496,Diana,,West Town,41.89385,-87.68128,Private room,68,1,194,2022-03-12,2.85,1,254,38,R17000015438
13743298,Bucktown Studio Apartment,77545186,Anthony,,Logan Square,41.91798,-87.67207,Entire home/apt,67,32,148,2020-03-16,2.13,1,0,0,City registration pending
13746300,Cozy Garden Unit Located in North Center,46939427,Anthony,,North Center,41.95677,-87.68976,Entire home/apt,204,2,33,2021-10-10,0.48,6,365,7,R21000075718
13768369,Beautiful Spa Like Suite on the North side!,46939427,Anthony,,North Center,41.95701,-87.69,Entire home/apt,182,2,37,2021-10-10,0.54,6,365,8,R21000075718
13798441,"Beautiful 1-bedroom, 1-bathroom Bucktown Apartment",81125437,Julie,,Logan Square,41.92245,-87.68269,Entire home/apt,96,2,163,2022-03-10,2.36,1,35,41,R20000053686
13824546,"Pilsen loft, private rm, close to everything",6764018,Ashley,,Lower West Side,41.85719,-87.64255,Private room,50,2,4,2017-08-18,0.07,1,0,0,“City registration pending”
13824783,Top floor of a city cottage (up to 6 guests),55020055,Russ,,Lincoln Square,41.97765,-87.68416,Private room,45,3,200,2022-01-30,2.91,1,71,33,R17000014340
13830315,Beautiful Private Room near University of Chicago,78716376,Alex,,Grand Boulevard,41.80704,-87.62401,Private room,40,2,119,2020-01-06,1.74,5,103,0,City registration pending
13857415,Really nice private room and bathroom with parking,20538405,Baila,,Hyde Park,41.79046,-87.59743,Private room,80,2,203,2022-03-16,2.94,2,278,44,R17000014854
13859218,Chicago’s Best- Close to Everything,81884236,Dany,,Lincoln Park,41.92313,-87.64086,Private room,41,1,117,2022-03-09,1.69,2,157,28,R17000013059
13884932,Luxurious Four-Level Home with Personal Touches,71660256,Jeremy,,Lake View,41.93717,-87.66876,Entire home/apt,1529,2,25,2022-01-02,0.36,1,342,1,R17000014707
13890897,One bedroom apartment on first floor,77956851,Anna,,Bridgeport,41.83365,-87.65587,Entire home/apt,68,3,155,2021-06-11,2.27,2,76,7,City registration pending
13928644,5-Star Private Suite- Safe & Cozy for up to 4!,41261231,Emily,,Humboldt Park,41.91086,-87.71969,Entire home/apt,100,2,96,2019-08-04,1.39,1,0,0,R17000014931
13953596,Spacious Lakeview (Boystown) Garden Unit,5472522,Curtis,,Lake View,41.94266,-87.64693,Shared room,40,1,64,2022-01-02,0.94,1,116,13,R17000013358
13960617,Chicago Historic building,91280,Fernanda,,Kenwood,41.80349,-87.6035,Entire home/apt,67,15,19,2019-12-21,0.28,1,260,0,R17000017976
13961352,Garden Apartment in Historic Hyde Park Mansion,12973246,Darryl,,Hyde Park,41.80087,-87.59439,Entire home/apt,175,2,72,2021-10-24,1.07,1,2,1,R21000074331
13967723,"Charming, Perfectly Located Logan Square Apt",1559709,Amanda,,Logan Square,41.92257,-87.70115,Entire home/apt,76,1,154,2020-03-08,2.22,1,0,0,R17000017653
13972956,Old Town Condo - close to brown line - lake,47936109,Bridget,,Near North Side,41.90899,-87.63969,Entire home/apt,150,3,12,2021-08-07,0.18,1,1,1,R17000013847
13981725,South Loop 2 BEDROOM - MASTER SUITE BATH|By Target,3965428,Rob,,Loop,41.86916,-87.6328,Entire home/apt,220,60,6,2017-07-09,0.09,88,365,0,City registration pending
14028571,"Chicago’s best and unique ""Gallery""",81884236,Dany,,Lincoln Park,41.92403,-87.6405,Private room,42,1,135,2022-03-05,1.96,2,129,33,R17000013059
14056171,"Graystone, Garden & Walk to University of Chicago",20914599,Tony,,Kenwood,41.80459,-87.59191,Entire home/apt,125,1,33,2019-10-22,0.49,1,0,0,R17000015556
14058443,2 Bedrooms- Comfy Chicago Basement disinfected!,51946578,Roberto,,Hermosa,41.92367,-87.73988,Entire home/apt,60,2,377,2022-03-07,5.47,3,286,47,City registration pending
14058848,Bright One Bedroom in the HEART of Wicker Park!,84374485,Gina,,West Town,41.90451,-87.66485,Entire home/apt,120,1,4,2019-07-28,0.07,1,0,0,R17000019343
14071876,"Whole Flat in Private Club. Walk to L, Dining & Shows",52855427,Aaron,,Uptown,41.96937,-87.65686,Entire home/apt,93,2,338,2022-03-13,4.92,1,293,69,2594652
14085322,Heart of Chicago/ Pilsen Garden Studio,24462349,Nathan,,Lower West Side,41.85888,-87.67787,Entire home/apt,73,2,488,2022-03-13,7.11,1,19,39,R17000017643
14089727,Snug Sofa in Great Neighborhood (Entire Apt),871911,Mo  &  Ganna,,Lake View,41.94488,-87.65022,Entire home/apt,61,1,142,2022-03-11,2.07,4,33,21,R20000056417
14091465,Private Floor - 8 miles from ORD + Shopping/Food,144018050,Alvaro,,Belmont Cragin,41.9359,-87.78895,Entire home/apt,75,2,49,2021-12-24,0.73,1,364,18,R18000023011
14115665,Private Room in Cozy Townhouse (Harold Washington),35412645,Aughty,,Greater Grand Crossing,41.76769,-87.63009,Private room,39,2,49,2021-10-15,0.73,7,138,3,R21000075111
14115706,Private Room in Cozy Townhouse (J B P DuSable),35412645,Aughty,,Greater Grand Crossing,41.76649,-87.63117,Private room,39,2,47,2021-10-26,0.70,7,137,2,City registration pending
14115710,Whole Townhouse with 4 Cozy Bedrooms & 1.5 Bathes,35412645,Aughty,,Greater Grand Crossing,41.76769,-87.63009,Entire home/apt,118,1,13,2021-09-12,0.26,7,138,7,City registration pending
14115711,Private Room in Cozy Townhouse (Barack Obama),35412645,Aughty,,Greater Grand Crossing,41.76769,-87.63009,Private room,39,2,37,2021-10-19,0.55,7,137,4,City registration pending
14122332,Spacious natural light LP townhouse,84493416,Jillian,,Lincoln Park,41.92209,-87.6559,Entire home/apt,200,2,64,2018-03-19,0.93,1,0,0,City registration pending
14141704,"Modern, Super-CLEAN, Garden Level w/ Master Bath",12955486,Luke & Ligia,,Edgewater,41.98945,-87.66237,Private room,45,20,12,2020-11-03,0.18,3,194,0,R18000034100
14141861,"Modern, Super-CLEAN, Garden Level Bedroom 1",12955486,Luke & Ligia,,Edgewater,41.98987,-87.6623,Private room,39,20,22,2022-03-01,0.33,3,185,6,R18000034100
14144295,"Explore the City from an Elegant, Urban Retreat",41767444,Mar & De,,West Town,41.89263,-87.65828,Entire home/apt,149,2,275,2022-02-26,4.01,4,288,42,R20000055481
14154418,Wicker Park Coach House,10781206,Heidi,,West Town,41.90572,-87.67572,Entire home/apt,159,32,156,2021-01-03,2.30,1,0,0,R20000058879
14166242,Hip Chicago Apartment - FREE Parking Spot Included,24129606,Leo & Alex,,Logan Square,41.91563,-87.71099,Entire home/apt,104,1,579,2022-03-15,8.45,3,331,85,R21000071139
14167586,"Large room-private bth and balcony, Wicker Park!!!",27232871,Fabio,,West Town,41.89863,-87.67158,Private room,78,32,210,2022-03-13,3.06,2,224,15,R18000034122
14186032,Bronzeville Treasure near Hyde Park - 2nd Floor,39592256,Kristen,,Grand Boulevard,41.80696,-87.6134,Entire home/apt,79,3,180,2022-03-01,2.67,1,240,42,"""City Registration Pending"""
14197548,'Secret Garden' Apartment in Wrigleyville,22038915,Stephen,,Lake View,41.94593,-87.65053,Entire home/apt,75,1,282,2022-03-07,4.16,1,108,61,R17000013386
14215568,Siddharth Arya,31050127,Siddharth,,Hermosa,41.93436,-87.74134,Private room,35,60,46,2022-02-25,0.67,2,360,1,R17000014418
14216457,"Logan Square, light filled, private space.",1535908,Sarah,,Logan Square,41.9283,-87.71039,Entire home/apt,113,2,20,2018-11-11,0.36,1,0,0,City registration pending
14221576,Wicker Park Large 2bd 2ba in Intimate 2-flat Bldg.,14727364,Samuel,,West Town,41.90539,-87.68031,Entire home/apt,300,3,80,2021-04-04,1.19,2,0,1,R17000018642
14238448,Cozy 2 Bedroom Logan Square apt. by transportation,74207440,Daniel,,Logan Square,41.91642,-87.70351,Entire home/apt,46,1,338,2020-03-11,5.02,1,0,0,City registration pending
14266607,"2br/2ba, A+ location by Mag mile, views & spacious",5214172,Matthew,,Near North Side,41.90044,-87.62402,Entire home/apt,256,2,22,2022-03-13,0.32,3,85,12,R17000018608
14296844,Spacious Old Town Loft in a Great Location.,45237292,John,,Lincoln Park,41.91163,-87.64001,Entire home/apt,196,1,279,2022-03-11,4.17,1,304,53,City registration pending
14298102,"Large Bedroom, Private Bath, Near Stores & Bus [M3",18714715,Aiste,,Near West Side,41.88097,-87.68732,Private room,55,14,21,2021-10-04,0.31,9,252,4,R18000030241
14349670,Loft Style Private Apt 2 (1 Room- 420 Friendly),71816766,Josh,,Edgewater,41.9936,-87.66931,Private room,50,1,205,2021-09-04,3.01,4,158,2,R17000014652
14357876,lux furnished condo with A+++ view in River North,556389,Cheryl,,Near North Side,41.8943,-87.62693,Entire home/apt,86,32,29,2021-11-21,0.43,1,204,7,"Per city of chicago, no registration # is needed since this rental is 32 days or more."
